Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily	SignalP_secretion_signal
Q#410 - WP_046421207.1	specific	199215	843	935	3.32706e-30	115.507	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#410 - WP_046421207.1	specific	214749	540	616	0.0005072	40.2989	smart00632	Aamy_C	 - 	cl02706	Yes
Q#410 - WP_046421207.1	superfamily	476817	154	322	0.00100614	43.9093	cl38930	AmyAc_family superfamily	NC	 - 	Yes
Q#411 - WP_184826968.1	superfamily	273974	913	1767	0.0	987.014	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#411 - WP_184826968.1	specific	200478	46	507	2.52212e-137	429.751	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#411 - WP_184826968.1	specific	199215	809	897	3.80279e-28	109.729	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#411 - WP_184826968.1	specific	199215	712	791	1.02902e-16	76.9873	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#411 - WP_184826968.1	specific	426991	521	596	0.00643615	37.7042	pfam02806	Alpha-amylase_C	 - 	cl02706	Yes
Q#412 - WP_018382333.1	specific	200456	36	374	3.90989e-178	505.56	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#412 - WP_018382333.1	specific	99883	478	571	4.4347899999999995e-43	149.052	cd05808	CBM20_alpha_amylase	 - 	cl15347	Yes
Q#412 - WP_018382333.1	specific	214749	381	467	9.479860000000001e-23	92.3008	smart00632	Aamy_C	 - 	cl02706	Yes
Q#413 - WP_184961071.1	superfamily	273974	945	1796	0.0	1005.89	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#413 - WP_184961071.1	specific	200478	61	527	2.07664e-145	452.478	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#413 - WP_184961071.1	specific	461022	732	828	1.74786e-32	122.094	pfam03714	PUD	 - 	cl47835	Yes
Q#413 - WP_184961071.1	specific	461022	840	932	3.18679e-30	115.546	pfam03714	PUD	 - 	cl47835	Yes
Q#413 - WP_184961071.1	specific	426991	546	616	0.00052343	40.7858	pfam02806	Alpha-amylase_C	 - 	cl02706	Yes
Q#414 - WP_189850299.1	superfamily	273974	906	1760	0.0	1005.5	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#414 - WP_189850299.1	specific	200478	49	509	1.5145599999999999e-146	455.174	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#414 - WP_189850299.1	specific	199215	801	894	4.071239999999999e-31	118.204	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#414 - WP_189850299.1	specific	199215	707	791	2.08976e-16	76.2169	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#415 - WP_125820946.1	superfamily	273974	951	1800	0.0	990.866	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#415 - WP_125820946.1	specific	200478	48	522	1.8333900000000002e-141	441.692	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#415 - WP_125820946.1	specific	461022	738	830	9.120240000000001e-32	120.168	pfam03714	PUD	 - 	cl47835	Yes
Q#415 - WP_125820946.1	specific	199215	846	938	3.0748500000000002e-30	115.892	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#416 - WP_041128901.1	superfamily	273974	905	1759	0.0	998.57	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#416 - WP_041128901.1	specific	200478	49	508	3.03494e-148	459.411	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#416 - WP_041128901.1	specific	461022	801	893	2.19822e-29	113.235	pfam03714	PUD	 - 	cl47835	Yes
Q#416 - WP_041128901.1	specific	199215	706	791	1.53938e-17	79.6837	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#417 - WP_053129771.1	superfamily	273974	948	1802	0.0	997.029	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#417 - WP_053129771.1	specific	200478	61	530	1.31552e-144	450.167	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#417 - WP_053129771.1	specific	199215	734	833	2.31294e-34	127.448	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#417 - WP_053129771.1	specific	199215	842	935	9.32013e-30	114.352	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#417 - WP_053129771.1	specific	214749	539	617	2.06976e-06	47.2325	smart00632	Aamy_C	 - 	cl02706	Yes
Q#418 - WP_009328198.1	superfamily	273974	953	1818	0.0	1015.52	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#418 - WP_009328198.1	specific	200478	61	530	9.12245e-146	453.633	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#418 - WP_009328198.1	specific	199215	847	940	1.4438400000000001e-30	116.663	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#418 - WP_009328198.1	specific	461022	738	834	4.40133e-29	112.464	pfam03714	PUD	 - 	cl47835	Yes
Q#418 - WP_009328198.1	specific	214749	544	620	1.46476e-05	44.9213	smart00632	Aamy_C	 - 	cl02706	Yes
Q#419 - WP_125506851.1	specific	200456	32	373	8.46148e-179	502.864	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#419 - WP_125506851.1	specific	214749	379	453	1.4402900000000002e-28	107.709	smart00632	Aamy_C	 - 	cl02706	Yes
Q#420 - WP_231978858.1	superfamily	273974	938	1822	0.0	973.147	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#420 - WP_231978858.1	specific	200478	43	512	1.21923e-136	428.595	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#420 - WP_231978858.1	specific	461022	725	820	2.21042e-30	115.931	pfam03714	PUD	 - 	cl47835	Yes
Q#420 - WP_231978858.1	specific	199215	832	923	3.56238e-29	112.811	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#420 - WP_231978858.1	superfamily	476817	133	306	1.82145e-05	49.3021	cl38930	AmyAc_family superfamily	NC	 - 	Yes
Q#420 - WP_231978858.1	specific	214749	526	600	0.000371026	40.6841	smart00632	Aamy_C	 - 	cl02706	Yes
Q#421 - WP_189736426.1	specific	200456	37	383	4.59344e-170	485.144	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#421 - WP_189736426.1	specific	99883	475	569	9.42143e-44	150.592	cd05808	CBM20_alpha_amylase	 - 	cl15347	Yes
Q#421 - WP_189736426.1	specific	214749	389	465	1.0887e-29	111.561	smart00632	Aamy_C	 - 	cl02706	Yes
Q#422 - WP_205019728.1	specific	200456	39	380	9.352849999999999e-177	502.093	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#422 - WP_205019728.1	specific	99883	476	571	9.59035e-43	147.896	cd05808	CBM20_alpha_amylase	 - 	cl15347	Yes
Q#422 - WP_205019728.1	specific	214749	387	462	3.2777e-31	115.798	smart00632	Aamy_C	 - 	cl02706	Yes
Q#423 - WP_015033093.1	superfamily	273974	905	1759	0.0	981.621	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#423 - WP_015033093.1	specific	200478	49	508	1.83673e-146	454.789	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#423 - WP_015033093.1	specific	461022	801	893	7.33425e-30	114.39	pfam03714	PUD	 - 	cl47835	Yes
Q#423 - WP_015033093.1	specific	199215	706	791	3.46181e-16	75.8317	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#424 - WP_031030604.1	specific	200456	32	373	2.1146900000000003e-176	496.7	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#424 - WP_031030604.1	specific	214749	379	453	6.495689999999999e-27	103.086	smart00632	Aamy_C	 - 	cl02706	Yes
Q#425 - WP_099963976.1	specific	200456	35	376	3.01545e-172	486.3	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#425 - WP_099963976.1	specific	214749	382	456	2.81721e-28	106.938	smart00632	Aamy_C	 - 	cl02706	Yes
Q#426 - WP_073752391.1	specific	200456	37	368	5.9428600000000005e-152	434.683	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#426 - WP_073752391.1	specific	214749	374	457	1.1043200000000001e-30	113.487	smart00632	Aamy_C	 - 	cl02706	Yes
Q#427 - WP_136230595.1	superfamily	273974	933	1781	0.0	995.103	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#427 - WP_136230595.1	specific	200478	49	518	1.82904e-146	455.174	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#427 - WP_136230595.1	specific	461022	720	812	3.0376599999999997e-31	118.628	pfam03714	PUD	 - 	cl47835	Yes
Q#427 - WP_136230595.1	specific	199215	827	920	1.21914e-28	111.27	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#427 - WP_136230595.1	superfamily	445893	531	598	0.00538078	37.5269	cl02706	Malt_amylase_C superfamily	 - 	 - 	Yes
Q#428 - WP_245171008.1	superfamily	273974	47	877	0.0	922.3	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#429 - WP_210973847.1	specific	200478	59	521	9.91993e-147	447.47	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#429 - WP_210973847.1	superfamily	273974	923	1302	1.77717e-106	358.368	cl37055	pullul_strch superfamily	C	 - 	Yes
Q#429 - WP_210973847.1	specific	461022	819	909	1.82904e-27	107.457	pfam03714	PUD	 - 	cl47835	Yes
Q#429 - WP_210973847.1	specific	426991	534	607	8.68683e-07	48.4898	pfam02806	Alpha-amylase_C	 - 	cl02706	Yes
Q#430 - WP_126898811.1	specific	200456	44	395	7.97941e-142	413.882	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#430 - WP_126898811.1	specific	99883	492	586	3.70643e-41	144.044	cd05808	CBM20_alpha_amylase	 - 	cl15347	Yes
Q#430 - WP_126898811.1	specific	214749	401	476	2.00201e-14	68.4185	smart00632	Aamy_C	 - 	cl02706	Yes
Q#431 - WP_343243992.1	superfamily	273974	940	1793	0.0	1030.16	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#431 - WP_343243992.1	specific	200478	55	522	1.84853e-146	455.174	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#431 - WP_343243992.1	specific	461022	727	823	1.35632e-33	125.176	pfam03714	PUD	 - 	cl47835	Yes
Q#431 - WP_343243992.1	specific	199215	834	927	9.74164e-31	117.048	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#431 - WP_343243992.1	specific	426991	541	612	0.00104424	40.0154	pfam02806	Alpha-amylase_C	 - 	cl02706	Yes
Q#432 - WP_151783697.1	specific	200456	36	377	9.366339999999999e-167	472.433	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#432 - WP_151783697.1	specific	214749	383	457	1.469e-28	107.709	smart00632	Aamy_C	 - 	cl02706	Yes
Q#433 - WP_210963332.1	specific	200456	41	382	6.749139999999999e-169	482.063	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#433 - WP_210963332.1	specific	99883	479	572	1.07249e-41	145.2	cd05808	CBM20_alpha_amylase	 - 	cl15347	Yes
Q#433 - WP_210963332.1	specific	214749	388	464	1.4405e-30	114.257	smart00632	Aamy_C	 - 	cl02706	Yes
Q#434 - WP_202919603.1	specific	200456	32	374	2.39048e-167	473.974	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#434 - WP_202919603.1	specific	214749	381	439	5.30271e-21	86.908	smart00632	Aamy_C	C	cl02706	Yes
Q#435 - WP_015575950.1	specific	200478	362	899	2.74582e-118	366.193	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#435 - WP_015575950.1	specific	367491	148	252	5.99831e-34	125.676	pfam03423	CBM_25	 - 	cl23798	Yes
Q#435 - WP_015575950.1	specific	367491	48	142	8.222940000000001e-23	94.0898	pfam03423	CBM_25	 - 	cl23798	Yes
Q#435 - WP_015575950.1	superfamily	476817	403	639	9.38206e-14	74.7028	cl38930	AmyAc_family superfamily	C	 - 	Yes
Q#435 - WP_015575950.1	superfamily	442628	251	332	3.96913e-09	60.4012	cl27307	FN3 superfamily	NC	 - 	Yes
Q#436 - WP_084995999.1	specific	200456	40	381	3.46327e-175	498.241	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#436 - WP_084995999.1	specific	99883	482	577	1.5723199999999999e-43	150.207	cd05808	CBM20_alpha_amylase	 - 	cl15347	Yes
Q#436 - WP_084995999.1	specific	214749	387	463	1.3944200000000001e-30	114.257	smart00632	Aamy_C	 - 	cl02706	Yes
Q#437 - WP_107064742.1	superfamily	273974	933	1781	0.0	992.792	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#437 - WP_107064742.1	specific	200478	49	518	1.6824500000000002e-145	452.478	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#437 - WP_107064742.1	specific	199215	719	812	2.00514e-31	118.974	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#437 - WP_107064742.1	specific	199215	827	920	4.3568500000000005e-30	115.122	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#437 - WP_107064742.1	superfamily	445893	531	598	0.00538078	37.5269	cl02706	Malt_amylase_C superfamily	 - 	 - 	Yes
Q#438 - WP_125056722.1	specific	200456	44	385	6.75778e-174	490.922	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#438 - WP_125056722.1	specific	214749	391	467	1.25991e-30	113.487	smart00632	Aamy_C	 - 	cl02706	Yes
Q#439 - WP_150519888.1	superfamily	273974	937	1784	0.0	980.851	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#439 - WP_150519888.1	specific	200478	49	518	1.08339e-143	447.47	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#439 - WP_150519888.1	specific	461022	724	820	1.27233e-30	116.702	pfam03714	PUD	 - 	cl47835	Yes
Q#439 - WP_150519888.1	specific	199215	831	924	7.683440000000001e-29	111.655	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#440 - WP_109493932.1	specific	200478	360	897	1.13625e-120	371.971	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#440 - WP_109493932.1	specific	367491	146	250	2.11443e-32	121.439	pfam03423	CBM_25	 - 	cl23798	Yes
Q#440 - WP_109493932.1	specific	198134	47	125	2.6002600000000001e-23	94.7303	smart01066	CBM_25	 - 	cl23798	Yes
Q#440 - WP_109493932.1	superfamily	476817	401	637	1.50613e-16	83.2749	cl38930	AmyAc_family superfamily	C	 - 	Yes
Q#440 - WP_109493932.1	specific	238020	255	342	5.63345e-11	59.8175	cd00063	FN3	 - 	cl21522	Yes
Q#441 - WP_086719574.1	specific	200456	37	368	3.02373e-154	440.461	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#441 - WP_086719574.1	specific	214749	374	454	4.37098e-31	114.257	smart00632	Aamy_C	 - 	cl02706	Yes
Q#442 - WP_071370234.1	specific	200456	48	400	6.997170000000001e-141	415.038	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#442 - WP_071370234.1	superfamily	449530	602	694	7.54364e-36	130.177	cl15347	CBM20 superfamily	 - 	 - 	Yes
Q#442 - WP_071370234.1	superfamily	449530	500	593	7.127460000000001e-32	119.006	cl15347	CBM20 superfamily	 - 	 - 	Yes
Q#442 - WP_071370234.1	specific	214749	407	482	5.15806e-12	61.8701	smart00632	Aamy_C	 - 	cl02706	Yes
Q#443 - WP_069742788.1	superfamily	273974	916	1769	0.0	992.792	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#443 - WP_069742788.1	specific	200478	52	514	2.19249e-146	454.789	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#443 - WP_069742788.1	specific	199215	811	902	2.7145700000000003e-28	110.114	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#443 - WP_069742788.1	specific	199215	716	796	3.86544e-14	69.6685	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#443 - WP_069742788.1	superfamily	476817	140	239	0.000411826	44.7932	cl38930	AmyAc_family superfamily	C	 - 	Yes
Q#443 - WP_069742788.1	superfamily	442628	596	791	0.00697865	41.1412	cl27307	FN3 superfamily	N	 - 	Yes
Q#444 - WP_206436510.1	specific	200456	41	387	6.96162e-169	482.063	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#444 - WP_206436510.1	specific	99883	477	571	2.4793299999999998e-45	154.83	cd05808	CBM20_alpha_amylase	 - 	cl15347	Yes
Q#444 - WP_206436510.1	specific	214749	394	469	1.45053e-27	105.783	smart00632	Aamy_C	 - 	cl02706	Yes
Q#445 - WP_190008088.1	superfamily	273974	946	1796	0.0	945.412	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#445 - WP_190008088.1	specific	200478	61	527	1.33701e-140	438.996	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#445 - WP_190008088.1	specific	199215	732	831	1.0155e-31	120.13	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#445 - WP_190008088.1	specific	199215	840	933	4.35441e-30	115.507	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#445 - WP_190008088.1	specific	426991	543	618	0.00354281	38.4746	pfam02806	Alpha-amylase_C	 - 	cl02706	Yes
Q#445 - WP_190008088.1	specific	436171	630	693	0.00455165	37.2029	pfam17957	Big_7	 - 	cl40243	Yes
Q#446 - WP_221211260.1	specific	200456	46	393	1.3241100000000001e-157	457.795	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#446 - WP_221211260.1	specific	99883	593	687	2.92157e-46	159.067	cd05808	CBM20_alpha_amylase	 - 	cl15347	Yes
Q#446 - WP_221211260.1	specific	214749	399	484	4.14171e-30	113.487	smart00632	Aamy_C	 - 	cl02706	Yes
Q#446 - WP_221211260.1	specific	367491	486	586	4.08254e-23	94.475	pfam03423	CBM_25	 - 	cl23798	Yes
Q#447 - WP_129773031.1	superfamily	273974	944	1797	0.0	994.718	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#447 - WP_129773031.1	specific	200478	61	527	3.35221e-143	446.315	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#447 - WP_129773031.1	specific	199215	839	932	4.94572e-29	112.426	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#447 - WP_129773031.1	specific	199215	741	825	4.77206e-17	78.1429	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#447 - WP_129773031.1	specific	426991	540	627	0.000606638	40.7858	pfam02806	Alpha-amylase_C	 - 	cl02706	Yes
Q#448 - WP_215111127.1	specific	200456	35	372	2.09762e-155	443.543	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#448 - WP_215111127.1	specific	214749	378	457	5.8635000000000005e-27	103.086	smart00632	Aamy_C	 - 	cl02706	Yes
Q#449 - WP_208031882.1	superfamily	273974	946	1797	0.0	1008.58	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#449 - WP_208031882.1	specific	200478	62	518	6.14857e-142	442.848	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#449 - WP_208031882.1	specific	461022	733	829	5.08971e-32	120.554	pfam03714	PUD	 - 	cl47835	Yes
Q#449 - WP_208031882.1	specific	199215	840	932	2.2725400000000002e-29	113.196	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#449 - WP_208031882.1	specific	214749	537	614	0.00349078	37.9877	smart00632	Aamy_C	 - 	cl02706	Yes
Q#450 - WP_062143504.1	superfamily	273974	950	1801	0.0	1023.61	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#450 - WP_062143504.1	specific	200478	61	530	7.319329999999999e-147	456.33	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#450 - WP_062143504.1	specific	461022	735	831	1.1426700000000001e-32	122.48	pfam03714	PUD	 - 	cl47835	Yes
Q#450 - WP_062143504.1	specific	199215	844	937	2.17208e-31	118.974	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#450 - WP_062143504.1	specific	214749	539	617	7.22209e-05	42.9953	smart00632	Aamy_C	 - 	cl02706	Yes
Q#451 - WP_005310630.1	superfamily	273974	950	1804	0.0	1037.47	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#451 - WP_005310630.1	specific	200478	55	524	1.81923e-144	449.781	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#451 - WP_005310630.1	specific	461022	725	831	3.29091e-29	112.85	pfam03714	PUD	 - 	cl47835	Yes
Q#451 - WP_005310630.1	specific	199215	844	937	5.90085e-27	106.262	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#452 - WP_127467914.1	specific	200456	40	381	9.22859e-174	494.774	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#452 - WP_127467914.1	specific	99883	482	577	1.4631e-43	150.207	cd05808	CBM20_alpha_amylase	 - 	cl15347	Yes
Q#452 - WP_127467914.1	specific	214749	387	463	4.59448e-30	112.716	smart00632	Aamy_C	 - 	cl02706	Yes
Q#453 - WP_031016849.1	specific	200456	32	373	2.6493599999999998e-177	499.012	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#453 - WP_031016849.1	specific	214749	379	453	1.00477e-29	110.79	smart00632	Aamy_C	 - 	cl02706	Yes
Q#454 - WP_150480469.1	specific	200456	31	372	2.8484199999999997e-177	499.012	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#454 - WP_150480469.1	specific	214749	378	452	1.4403100000000001e-28	107.709	smart00632	Aamy_C	 - 	cl02706	Yes
Q#455 - WP_246095284.1	superfamily	273974	912	1766	0.0	1012.05	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#455 - WP_246095284.1	specific	200478	49	515	4.1147299999999997e-147	456.715	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#455 - WP_246095284.1	specific	199215	807	900	6.43562e-29	112.04	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#455 - WP_246095284.1	specific	199215	713	792	3.93456e-14	69.6685	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#455 - WP_246095284.1	specific	436171	612	664	0.00857188	36.4325	pfam17957	Big_7	C	cl40243	Yes
Q#456 - WP_189302279.1	specific	200456	34	375	1.3456200000000002e-164	471.277	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#456 - WP_189302279.1	specific	99883	473	567	5.81681e-47	159.452	cd05808	CBM20_alpha_amylase	 - 	cl15347	Yes
Q#456 - WP_189302279.1	specific	214749	381	457	2.59471e-31	116.183	smart00632	Aamy_C	 - 	cl02706	Yes
Q#457 - WP_164397645.1(Warning: this sequence record may be obsolete or preliminary)	specific	200456	33	374	3.8620300000000004e-163	463.188	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#457 - WP_164397645.1(Warning: this sequence record may be obsolete or preliminary)	specific	214749	380	454	7.55276e-27	103.086	smart00632	Aamy_C	 - 	cl02706	Yes
Q#458 - WP_129292883.1	specific	200456	37	368	3.26125e-155	442.772	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#458 - WP_129292883.1	specific	214749	374	454	4.66263e-30	111.561	smart00632	Aamy_C	 - 	cl02706	Yes
Q#459 - WP_057662234.1	superfamily	273974	916	1769	0.0	966.983	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#459 - WP_057662234.1	specific	200478	52	514	3.00348e-147	457.1	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#459 - WP_057662234.1	specific	199215	812	902	5.35821e-28	109.344	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#459 - WP_057662234.1	specific	461022	717	796	5.0325e-15	72.4036	pfam03714	PUD	 - 	cl47835	Yes
Q#459 - WP_057662234.1	superfamily	476817	140	239	0.00408242	41.7116	cl38930	AmyAc_family superfamily	C	 - 	Yes
Q#460 - WP_223834424.1	superfamily	441132	55	787	0.0	630.183	cl34294	PulA superfamily	 - 	 - 	Yes
Q#461 - WP_052031213.1	superfamily	273974	933	1781	0.0	983.932	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#461 - WP_052031213.1	specific	200478	49	518	1.20257e-145	452.863	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#461 - WP_052031213.1	specific	199215	719	812	1.15165e-30	117.048	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#461 - WP_052031213.1	specific	199215	827	920	8.5988e-30	114.352	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#461 - WP_052031213.1	superfamily	476817	102	276	0.000621674	44.6044	cl38930	AmyAc_family superfamily	C	 - 	Yes
Q#462 - WP_184983082.1	specific	200456	32	373	5.68984e-164	465.114	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#462 - WP_184983082.1	specific	214749	379	453	1.67798e-28	107.324	smart00632	Aamy_C	 - 	cl02706	Yes
Q#463 - WP_201857051.1	specific	200456	36	377	2.02092e-173	489.382	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	Yes
Q#463 - WP_201857051.1	specific	214749	383	459	9.661870000000001e-33	118.88	smart00632	Aamy_C	 - 	cl02706	Yes
Q#464 - WP_127469063.1	specific	200478	365	902	7.83456e-121	372.742	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#464 - WP_127469063.1	specific	367491	151	255	8.71678e-35	127.987	pfam03423	CBM_25	 - 	cl23798	Yes
Q#464 - WP_127469063.1	specific	198134	45	125	7.187409999999999e-20	84.7152	smart01066	CBM_25	 - 	cl23798	Yes
Q#464 - WP_127469063.1	superfamily	182849	406	637	2.40748e-13	74.0143	cl32612	PRK10933 superfamily	C	 - 	Yes
Q#464 - WP_127469063.1	specific	238020	260	347	7.92735e-08	50.9579	cd00063	FN3	 - 	cl21522	Yes
Q#465 - WP_077796080.1	superfamily	273974	945	1798	0.0	1000.5	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#465 - WP_077796080.1	specific	200478	61	527	2.34512e-145	452.093	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#465 - WP_077796080.1	specific	461022	732	828	1.31961e-32	122.48	pfam03714	PUD	 - 	cl47835	Yes
Q#465 - WP_077796080.1	specific	199215	839	932	5.45053e-30	115.122	cd10315	CBM41_pullulanase	 - 	cl47018	Yes
Q#465 - WP_077796080.1	specific	214749	536	614	2.57904e-05	44.1509	smart00632	Aamy_C	 - 	cl02706	Yes
Q#466 - WP_078600369.1	superfamily	273974	45	879	0.0	965.443	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#467 - WP_039655003.1	superfamily	273974	944	1795	0.0	985.858	cl37055	pullul_strch superfamily	 - 	 - 	Yes
Q#467 - WP_039655003.1	specific	200478	60	526	1.49675e-147	458.256	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	Yes
Q#467 - WP_039655003.1	specific	461022	731	827	3.6511799999999998e-31	118.242	pfam03714	PUD	 - 	cl47835	Yes
